2020/04/30,415,304
2020/05/04,399,295
2020/05/05,401,295
2020/05/06,408,296
2020/05/07,411,297
2020/05/08,411,297
2020/05/11,410,301
2020/05/12,407,295
2020/05/13,420,297
2020/05/14,411,293
2020/05/15,411,298
2020/05/18,440,290
2020/05/19,462,291
2020/05/20,470,294
2020/05/21,464,297
2020/05/22,442,292
2020/05/25,460,292
2020/05/26,460,295
2020/05/27,464,296
2020/05/28,460,294
2020/05/29,463,292
2020/06/01,461,295
2020/06/02,485,296
2020/06/03,490,301
2020/06/04,490,306
2020/06/05,494,311
2020/06/08,494,318
2020/06/09,497,319
2020/06/10,500,322
2020/06/11,496,320
2020/06/12,492,316
2020/06/15,492,309
2020/06/16,510,315
2020/06/17,510,315
2020/06/18,513,314
2020/06/19,546,314
2020/06/22,576,312
2020/06/23,574,315
2020/06/24,580,317
2020/06/29,565,312
2020/06/30,579,313
2020/07/01,577,317
2020/07/02,574,322
2020/07/03,585,329
2020/07/06,589,338
2020/07/07,618,338
2020/07/08,661,341
2020/07/09,651,345
2020/07/10,616,348
2020/07/13,629,354
2020/07/14,611,363
2020/07/15,609,363
2020/07/16,599,357
2020/07/17,607,367
2020/07/20,601,366
2020/07/21,637,383
2020/07/22,664,384
2020/07/23,677,381
2020/07/24,675,386
2020/07/27,728,424
2020/07/28,680,435
2020/07/29,682,422
2020/07/30,683,434
2020/07/31,701,425
2020/08/03,696,416
2020/08/04,732,425
2020/08/05,730,429
2020/08/06,732,435
2020/08/07,705,433
2020/08/10,706,435
2020/08/11,693,429
2020/08/12,680,419
2020/08/13,684,429
2020/08/14,680,427
2020/08/17,685,435
2020/08/18,617,433
2020/08/19,609,427
2020/08/20,565,415
2020/08/21,604,424
2020/08/24,585,428
2020/08/25,589,434
2020/08/26,578,442
2020/08/27,558,444
2020/08/28,574,435
2020/08/31,556,426
2020/09/01,576,435
2020/09/02,596,433
2020/09/03,603,436
2020/09/04,603,429
2020/09/07,598,426
2020/09/08,604,431
2020/09/09,595,427
2020/09/10,599,435
2020/09/11,595,436
2020/09/14,609,441
2020/09/15,611,445
2020/09/16,617,458
2020/09/17,599,448
2020/09/18,611,444
2020/09/21,616,440
2020/09/22,603,437
2020/09/23,617,433
2020/09/24,600,423
2020/09/25,585,424
2020/09/28,603,431
2020/09/29,610,431
2020/09/30,607,433
2020/10/05,611,432
2020/10/06,615,439
2020/10/07,647,443
2020/10/08,670,453
2020/10/12,714,460
2020/10/13,699,462
2020/10/14,689,459
2020/10/15,689,453
2020/10/16,680,449
2020/10/19,692,457
2020/10/20,697,451
2020/10/21,691,453
2020/10/22,688,455
2020/10/23,678,452
2020/10/26,674,450
2020/10/27,685,447
2020/10/28,681,444
2020/10/29,684,437
2020/10/30,678,432
2020/11/02,653,435
2020/11/03,665,441
2020/11/04,677,450
2020/11/05,696,451
2020/11/06,700,452
2020/11/09,702,458
2020/11/10,686,451
2020/11/11,676,457
2020/11/12,673,458
2020/11/13,675,462
2020/11/16,694,484
2020/11/17,696,485
2020/11/18,728,497
2020/11/19,733,490
2020/11/20,747,488
2020/11/23,743,496
2020/11/24,742,492
2020/11/25,724,487
2020/11/26,730,489
2020/11/27,725,489
2020/11/30,704,480
2020/12/01,697,490
2020/12/02,712,499
2020/12/03,700,497
2020/12/04,705,503
2020/12/07,704,514
2020/12/08,730,524
2020/12/09,734,520
2020/12/10,709,512
2020/12/11,707,516
2020/12/14,702,508
2020/12/15,701,504
2020/12/16,701,512
2020/12/17,704,508
2020/12/18,699,510
2020/12/21,708,516
2020/12/22,703,509
2020/12/23,720,509
2020/12/24,714,510
2020/12/25,715,511
2020/12/28,740,515
2020/12/29,734,515
2020/12/30,746,525
2020/12/31,747,530
2021/01/04,792,536
2021/01/05,797,542
2021/01/06,792,549
2021/01/07,799,565
2021/01/08,838,580
2021/01/11,851,584
2021/01/12,846,591
2021/01/13,884,605
2021/01/14,861,592
2021/01/15,850,601
2021/01/18,844,607
2021/01/19,879,627
2021/01/20,872,647
2021/01/21,934,673
2021/01/22,917,649
2021/01/25,910,633
2021/01/26,871,617
2021/01/27,897,615
2021/01/28,869,601
2021/01/29,875,591
2021/02/01,905,611
2021/02/02,931,632
2021/02/03,950,630
2021/02/04,946,627
2021/02/05,950,632
2021/02/17,980,663
2021/02/18,978,660
2021/02/19,964,652
2021/02/22,951,650
2021/02/23,965,641
2021/02/24,940,625
2021/02/25,944,635
2021/02/26,896,606
2021/03/02,900,609
2021/03/03,930,622
2021/03/04,897,601
2021/03/05,883,601
2021/03/08,867,598
2021/03/09,879,595
2021/03/10,864,597
2021/03/11,888,609
2021/03/12,899,614
2021/03/15,907,611
2021/03/16,919,613
2021/03/17,908,604
2021/03/18,903,602
2021/03/19,885,591
2021/03/22,881,593
2021/03/23,870,594
2021/03/24,894,576
2021/03/25,949,575
2021/03/26,943,590
2021/03/29,941,599
2021/03/30,971,597
2021/03/31,969,587
2021/04/01,961,602
2021/04/06,995,610
2021/04/07,998,610
2021/04/08,1020,613
2021/04/09,999,610
2021/04/12,960,605
2021/04/13,961,605
2021/04/14,965,612
2021/04/15,985,619
2021/04/16,975,610
2021/04/19,963,603
2021/04/20,998,602
2021/04/21,988,592
2021/04/22,984,591
2021/04/23,1035,602
2021/04/26,1070,610
2021/04/27,1065,610
2021/04/28,1080,602
2021/04/29,1185,600
2021/05/03,1105,588
2021/05/04,1085,591
2021/05/05,1005,585
2021/05/06,1055,587
2021/05/07,1060,599
2021/05/10,979,589
2021/05/11,911,571
2021/05/12,888,560
2021/05/13,873,547
2021/05/14,895,557
2021/05/17,914,549
2021/05/18,994,572
2021/05/19,943,567
2021/05/20,930,567
2021/05/21,955,573
2021/05/24,943,568
2021/05/25,952,583
2021/05/26,951,585
2021/05/27,935,582
2021/05/28,961,590
2021/05/31,995,597
2021/06/01,977,598
2021/06/02,959,595
2021/06/03,981,596
2021/06/04,977,595
2021/06/07,973,592
2021/06/08,966,589
2021/06/09,967,586
2021/06/10,998,599
2021/06/11,980,602
2021/06/15,989,609
2021/06/16,985,605
2021/06/17,978,606
2021/06/18,965,603
2021/06/21,918,583
2021/06/22,903,578
2021/06/23,941,595
2021/06/24,929,590
2021/06/25,927,591
2021/06/28,935,590
2021/06/29,935,595
2021/06/30,962,595
2021/07/01,955,593
2021/07/02,957,588
2021/07/05,957,591
2021/07/06,922,592
2021/07/07,917,594
2021/07/08,920,588
2021/07/09,919,584
2021/07/12,935,593
2021/07/13,926,607
2021/07/14,930,613
2021/07/15,951,614
2021/07/16,957,589
2021/07/19,919,582
2021/07/20,920,581
2021/07/21,912,585
2021/07/22,919,591
2021/07/23,933,585
2021/07/26,923,580
2021/07/27,938,580
2021/07/28,890,579
2021/07/29,933,583
2021/07/30,910,580
2021/08/02,934,590
2021/08/03,938,594
2021/08/04,950,596
2021/08/05,961,596
2021/08/06,936,591
2021/08/09,921,595
2021/08/10,922,591
2021/08/11,910,590
2021/08/12,904,586
2021/08/13,910,581
2021/08/16,901,584
2021/08/17,880,580
2021/08/18,912,574
2021/08/19,888,559
2021/08/20,873,552
2021/08/23,911,566
2021/08/24,909,572
2021/08/25,911,585
2021/08/26,888,594
2021/08/27,896,599
2021/08/30,912,605
2021/08/31,901,614
2021/09/01,927,613
2021/09/02,933,607
2021/09/03,919,620
2021/09/06,896,631
2021/09/07,903,623
2021/09/08,912,619
2021/09/09,901,619
2021/09/10,925,622
2021/09/13,927,615
2021/09/14,947,613
2021/09/15,935,607
2021/09/16,936,600
2021/09/17,940,600
2021/09/22,911,586
2021/09/23,915,588
2021/09/24,920,598
2021/09/27,959,602
2021/09/28,957,594
2021/09/29,913,580
2021/09/30,905,580
2021/10/01,885,574
2021/10/04,892,572
2021/10/05,867,572
2021/10/06,871,571
2021/10/07,911,580
2021/10/08,910,575
2021/10/12,887,575
2021/10/13,862,571
2021/10/14,840,573
2021/10/15,947,0
2021/10/18,935,0
2021/10/19,936,0
2021/10/20,940,0
2021/10/21,911,0
2021/10/22,915,0
2021/10/23,920,0
2021/10/26,959,0
2021/10/27,957,0
2021/10/28,913,0
2021/10/29,905,0
2021/11/1,885,0
2021/11/2,892,0
2021/11/3,867,0
2021/11/4,871,0
2021/11/5,911,0
2021/11/8,910,0
2021/11/9,887,0
2021/11/10,862,0
2021/11/11,840,0
